Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
6c073e3f8c36c71cc1ad018cee89464520329878aa4b25d990eebd0fbb303f1c,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
463a10dc549bc6ba7dc26dc31800a00ff1b7fb513fe4d361afa66bbc44f3fbd8,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.117764,51.544863,On or near The Drive,E01002712,Islington 015B,Investigation complete; no suspect identified
2baab620689e0a69d15fa8f46dce880a55448aea1bf49d522552fc037853cf29,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.129836,51.5635,On or near Upper Holloway,E01002774,Islington 004E,Investigation complete; no suspect identified
2c8ac533ccb893ba574e7ad496bbf62532be04b71c4df27302d914d73da2e343,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.130814,51.564621,On or near Criterion Mews,E01002772,Islington 002F,Investigation complete; no suspect identified
7b9936271202377f8adbd21c3b436808561e05d28f8550fe3e825b2b20a422f7,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.38657,51.507422,On or near Samara Drive,E01001362,Ealing 026C,Investigation complete; no suspect identified
da32f5f0d416afec197894dc771ba1cdfed60de6f2cece1c947993d521d859d7,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.079895,51.648526,On or near London Road,E01001450,Enfield 015C,Investigation complete; no suspect identified
eed478615bcdc2fe216bf7127571507f55891762ab921c71c1fc94e93100a21c,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.138334,51.489276,On or near Moreton Terrace Mews North,E01004742,Westminster 022A,Investigation complete; no suspect identified
ea78acb98471711512a46b2065922683de01b9825764169ba00479884140429e,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.002164,51.395714,On or near Romanhurst Gardens,E01000830,Bromley 021C,Investigation complete; no suspect identified
54e1615b6d46bb11e91aa5e12d24dbee918d5dac17c7f17484617bdb3ebf502c,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.004499,51.41141,On or near Ravensbourne Avenue,E01000673,Bromley 011B,Investigation complete; no suspect identified
a3a0770d7a8a9cda744e5626d9fae9b03ac15148aef5a3c6e62cd1c4d9e1014b,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.059064,51.383943,On or near Birch Row,E01000663,Bromley 026C,Investigation complete; no suspect identified
add800fc28aa0ba0f43c47006ee03fa7adce1d5b76defed49f44152016fdd7db,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.067284,51.4148,On or near Anerley Park,E01000742,Bromley 005C,Investigation complete; no suspect identified
1225f53c324e15177572569281601dcac49d02a9b6f044c3ad0303b1c9c6b50e,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.115061,51.39121,On or near Sarre Road,E01000724,Bromley 019D,Investigation complete; no suspect identified
1656b603f0ee57283fe588c5c52d3d3373960e01dc78c5eff1c73d77b7e74f94,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.060162,51.413181,On or near Chestnut Grove,E01000796,Bromley 009C,Investigation complete; no suspect identified
711243e42770cacf6f66b0f39a4d0e29f8ab6cfd2d3eaec4b562a23ab082f530,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.058044,51.406149,On or near ,E01000699,Bromley 015A,Investigation complete; no suspect identified
2495b66c938ea58ebf274adbae472d7fee1e25d269ffaf6b6c51bf178b7d3be1,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.302899,51.513508,On or near ,E01001221,Ealing 020A,Investigation complete; no suspect identified
99e44d925423c3762aada9dd7b5efe4d8ba523fc95d5ddb4b298c9f7b4c82149,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.115756,51.388027,On or near Lynton Road,E01001179,Croydon 016D,Investigation complete; no suspect identified
c3c42ead9045c847616f87d11e0ad43a07e6d42ead4bd80db7d8d9f7b07629fe,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.093331,51.493553,On or near Boughton Road,E01033741,Greenwich 002G,Investigation complete; no suspect identified
37440a5bcce0ebce27faad90697a56c588478c654eb70c07ba6abf8e7af9c951,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.067512,51.471825,On or near Rayleas Close,E01001682,Greenwich 020D,Investigation complete; no suspect identified
f211c0cf8033490d3580dd4e7508e3f7f60571e71a8c2d24fca5dadd85f9995d,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.060771,51.405934,On or near Samos Road,E01000699,Bromley 015A,Investigation complete; no suspect identified
e23dfea459fa0d326fa4c34ef646f66ead3d301b8db073b70e6574f0f7936376,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.045664,51.43407,On or near Avondale Road,E01000780,Bromley 001B,Investigation complete; no suspect identified
d654527aa74fa361fc0f0292ceb949a9e87ebe6a647ea0bfe655858ecd2d59d5,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
24ed77f52b6f230bb1c0e121b38b326f07f5fae295cc4845ca6477a1a9fb2634,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.37699,51.508576,On or near ,E01001361,Ealing 023E,Investigation complete; no suspect identified
819ae36085d5acc1019390634abdd58a432fd14db3e7e11c302bd788e67ee4bb,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.337824,51.596394,On or near Wellington Road,E01002236,Harrow 011E,Investigation complete; no suspect identified
870d2bc3a7f3bb237bb6a2ea92e7a987df1faa94afbb047eb63fc28e4722bf87,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.217663,51.428946,On or near Marryat Road,E01003465,Merton 002D,Investigation complete; no suspect identified
605e53ca53e06d77bd0917a3648f40a73a64f2c9e4ac9d6fa22910d7689f7255,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.104952,51.535269,On or near Berners Road,E01002794,Islington 020B,Investigation complete; no suspect identified
60d9c3f806f28ba223b04eb712e1998ad1765ccb3c6565ca525c21ceafa6a95a,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.109986,51.556824,On or near Citizen Road,E01002751,Islington 005E,Investigation complete; no suspect identified
d1e930dc61ff5fc093399a11f9c6002ec5ee4831dfe65f1f805b97c24ca362f1,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.092894,51.523986,On or near Banner Street,E01002706,Islington 023E,Investigation complete; no suspect identified
f29fcf42ed2ca445b8156c0528f43434387866c2a5c9237b004aad7beb085230,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
523f00046ce85b715ad3ee96e74fe077dae857053116848f364a45e5b9e09776,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.148304,51.508057,On or near Chesterfield Hill,E01004761,Westminster 018D,Investigation complete; no suspect identified
1b7b7dc565a99f75485768b05b0ecdd5b4ab61a54a207abc6caa93e696631d47,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.208486,51.473769,On or near Durrell Road,E01001907,Hammersmith and Fulham 022D,Investigation complete; no suspect identified
0ca5841fd32f07ad1d4e712ae44ec45ae8463f05bb0a2c32fe2437f319a8031e,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.047009,51.552951,On or near Glenarm Road,E01001796,Hackney 011E,Investigation complete; no suspect identified
21a9e9a0997271520603c32180426188dea54d21200d13c165073ad0d681ac97,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.04408,51.549944,On or near Homerton Grove,E01001733,Hackney 015A,Investigation complete; no suspect identified
01c41558b2d63040697e955853061d3ea63a5169245195f743c7202b7ab60966,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.093622,51.580651,On or near Southdown Crescent,E01003642,Redbridge 013D,Investigation complete; no suspect identified
9bf51dfe86ee6b9997429df32a5f67d667afeb3f3bd8ad492537de6849a42107,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.008736,51.508109,On or near Aspen Way,E01004219,Tower Hamlets 028B,Investigation complete; no suspect identified
66045f37d25661e835f85f8c9259c70415c7b23883de564a87bffea094ce8e62,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.036082,51.454768,On or near Legatt Road,E01033726,Greenwich 034E,Investigation complete; no suspect identified
d9de36c19a92d57a97b7897587ed1726651de482c2109aff93d0f152c63e8f5d,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.112112,51.379923,On or near Dyke Drive,E01000787,Bromley 029C,Investigation complete; no suspect identified
cfaf65f87517ac394680a2ed897a8e4a8489519ad98df3c32fd29f3945be3d9f,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.046597,51.415968,On or near Thesiger Road,E01000805,Bromley 004E,Investigation complete; no suspect identified
1bb87d20247ab3d07937a5797e0b1bb3df0852f2db8faa38304dcbb903083597,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.053773,51.398002,On or near Albyfield,E01000650,Bromley 022A,Investigation complete; no suspect identified
2f5b8c73967b735d88f79cbc8129a53532b0d86e21a37042594a319b5a709e04,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.110132,51.380615,On or near Kynaston Road,E01000787,Bromley 029C,Investigation complete; no suspect identified
3fc30de4887e288fb1ed42d3b2e5770cd1d0c5f8a963c09961a2dc70e8784eae,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.022667,51.419919,On or near Milk Street,E01000819,Bromley 040C,Investigation complete; no suspect identified
58e58e9bd6b17558a54742ce333a42f93656ed911e796914acaf07dffee36abb,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.02958,51.416717,On or near Gainsborough Close,E01000710,Bromley 006B,Investigation complete; no suspect identified
441e843155063fe4ac6ceb5d61a3712261dc49c1752c43bbb29aad2e8c1eac7a,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.019021,51.399541,On or near ,E01000675,Bromley 018B,Investigation complete; no suspect identified
4fa9c2164bd1e2903f06711a6b6712b65d20a4a13a185f5ddfb3d3a47707623e,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.02529,51.388111,On or near Links Way,E01000775,Bromley 024C,Investigation complete; no suspect identified
d494c9f5bb8b38e8e9919b7a95a07d80756ae1b73e38b9ed1c7dbed52b7841b3,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.044568,51.435627,On or near Portland Road,E01000779,Bromley 001A,Investigation complete; no suspect identified
d539240ee6e5c8ed4ad2037ebf3210905850bc4963c62ce6a05e82a24088882e,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.055951,51.403624,On or near Birkbeck,E01000704,Bromley 015C,Investigation complete; no suspect identified
b03e6558348d791743162fc03fae50012f499143c3b905a5f0f0dc8d20d5fda8,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.055951,51.403624,On or near Birkbeck,E01000704,Bromley 015C,Investigation complete; no suspect identified
9e706d3bcaab114469fb52c11a0728126ce9ce12a051c5247cf132ab8b0a1279,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.101513,51.4064,On or near Athelstan Way,E01000737,Bromley 010D,Investigation complete; no suspect identified
ce447ea873342c89ff201bddf971f8e2707c4e5296e46f0adb8b3166d91972af,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.319673,51.513093,On or near Alexandria Road,E01001249,Ealing 028A,Investigation complete; no suspect identified
e3669c5345cde17089a0b6f025446914fbb99c2b7663088cbaebcff8c9284be2,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.012968,51.375286,On or near ,E01000841,Bromley 030H,Investigation complete; no suspect identified
3ab09ccf54271e607db92b196e16a465f46ea004a2d1b152db87ee9652e26a6c,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.076,51.416499,On or near Dargate Close,E01000746,Bromley 005E,Investigation complete; no suspect identified
f791ebf5bc26c9ace038c4bd45bc618e8b66a21ce2afb9183056e14e268ab78d,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.053776,51.394548,On or near Springfield Gardens,E01000652,Bromley 022B,Investigation complete; no suspect identified
71904eb9c3d2115f53f8f3c61fbd4311a5d969045d614f8998d13158407b2ee0,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.037542,51.475933,On or near Batavia Mews,E01003303,Lewisham 039C,Investigation complete; no suspect identified
9f34cc14eca0cca36dfdfdff946a493f6c346ec786eb71838c1b66de9a991457,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.270512,51.507828,On or near ,E01001202,Ealing 025C,Investigation complete; no suspect identified
8dda0e68b738860fc2e7a9d13920a9ba1ddc6387decbb134070e5b3010b6fd31,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.043274,51.427574,On or near Kersey Gardens,E01000782,Bromley 001D,Investigation complete; no suspect identified
4d43b8f2750175e6542f685490b689980d3c03bb3b292a91014db2c905842c84,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.010265,51.411985,On or near Weston Road,E01000824,Bromley 008F,Investigation complete; no suspect identified
d5d0e65b8238323338823f0b690eb5687d981b1ff4394abfc8b750c954ed22f5,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.008472,51.36679,On or near Gates Green Road,E01000759,Bromley 034A,Investigation complete; no suspect identified
016b2eafb798c41b2bdb59794c10b3119d74e407c8029a177d0e2f38b14d5694,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.03199,51.423898,On or near Purbeck Gardens,E01000710,Bromley 006B,Investigation complete; no suspect identified
48400b656a70d3799ebc2cebf987f561ca4626799bcf18bcfefb4a563ae8abc9,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.01685,51.403769,On or near ,E01000675,Bromley 018B,Investigation complete; no suspect identified
fb35a112eb82039934b2f3e8379a33500506f1ca9ab22eec1edf36d75a2b2659,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.062415,51.418731,On or near ,E01000742,Bromley 005C,Investigation complete; no suspect identified
6808b107cbe14c9227b9c2b649fe91e44212ad3f9d28ead3075b8d7c821965cb,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.062415,51.418731,On or near ,E01000742,Bromley 005C,Investigation complete; no suspect identified
a94982e59ccf8e38405e560edc91b075bb25f2817f405257d930a89f63aeab4d,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.27128,51.414767,On or near West Road,E01002952,Kingston upon Thames 002A,Investigation complete; no suspect identified
65d2534a38e94d968c1ceb9785174a06f13af1bbd64b3cc758839b1d06e660d5,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.146153,51.420418,On or near Greyswood Street,E01004522,Wandsworth 037C,Investigation complete; no suspect identified
a8f1f1029f04c3ffe4c66bb0a4cb50e6fc68f4af9f18ca693327dd1d781a9b99,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.08374,51.533103,On or near Net Street,E01000048,Barking and Dagenham 021B,Investigation complete; no suspect identified
a8f1f1029f04c3ffe4c66bb0a4cb50e6fc68f4af9f18ca693327dd1d781a9b99,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.08374,51.533103,On or near Net Street,E01000048,Barking and Dagenham 021B,Investigation complete; no suspect identified
29612a6cd8cc4f0ad303460c3024352461802a62e96e409549bec18f8bf84c4b,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.075223,51.576617,On or near Otley Drive,E01003644,Redbridge 017C,Investigation complete; no suspect identified
c01d6af41f23795df48ca53914f4957933b3bf0cd821f752f515aa0de3b24132,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.106915,51.564406,On or near Ashgrove Road,E01003719,Redbridge 034F,Investigation complete; no suspect identified
3b80402c0ffa4e95c8b2e95b67fc7b26131c41fe20bdb3f89effc09e744b1146,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.106915,51.564406,On or near Ashgrove Road,E01003719,Redbridge 034F,Investigation complete; no suspect identified
04255ba053ce9a68a26a7a7fa6deba6eb81fad024172306a7b48f9c61818e87a,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.121966,51.564764,On or near Fiennes Close,E01032581,Redbridge 034G,Investigation complete; no suspect identified
4eadb281fd4a0c1662b0eeeb9af1a366a50df150bab827eda6006f7dc80ddd79,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.038722,51.562086,On or near St Margaret's Road,E01003792,Redbridge 027C,Investigation complete; no suspect identified
cb4673b199b525462e03fab2c0459914cf2efa13a37384d7faa80dec5f0d91b9,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.105781,51.484735,On or near Doddington Place,E01003998,Southwark 014D,Investigation complete; no suspect identified
040a01f24b050edcae50cbc4feb4e34102b4a81c5d855e3cc7aa35a5526ed2df,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.078831,51.532038,On or near Stanway Street,E01001777,Hackney 027B,Investigation complete; no suspect identified
c504b276971e3bf3f8d9698405ecd30d661e6a4bc5778ad4a02faf6468918763,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.096329,51.56743,On or near Henry Road,E01001715,Hackney 007A,Investigation complete; no suspect identified
ab7dd516578c3a6ee70eaa5a9a5deec17ef287a335c62961839f752aa4f11ab1,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.186434,51.492808,On or near Colbeck Mews,E01002839,Kensington and Chelsea 013C,Investigation complete; no suspect identified
5100da0e8ad66cb117292d0d4483b12cfabbfea4edf3553caca4aec2d7b192eb,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.105464,51.492374,On or near Dugard Way,E01003110,Lambeth 002C,Investigation complete; no suspect identified
6025f045674314d4408a4379d2c4440bdc2597ce787613f5c6e91176b7a626ca,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.125285,51.444276,On or near Staplefield Close,E01003137,Lambeth 022B,Investigation complete; no suspect identified
e180113ec881cc7c43f7ce94e230775f51448b101e08f2e29d3d72899c5aed4d,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.055789,51.552719,On or near Tilia Road,E01033703,Hackney 010F,Investigation complete; no suspect identified
b936b934f64ba9d9a1f08d454a9e96c43c1fb62941f49c8a1bc2938ff1384a8d,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.083674,51.39462,On or near Alverston Gardens,E01001112,Croydon 013C,Investigation complete; no suspect identified
c02f8b29970509f87c3d89f2170fb2526cf7a8216c7d523de6acbf9045df91b0,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.110498,51.347844,On or near Lynscott Way,E01001093,Croydon 037C,Investigation complete; no suspect identified
c37f71f5e92c64119144bbf142e539be47aa9b2b7164128176b7a73b4e22addc,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.099755,51.371123,On or near Robert Street,E01001043,Croydon 027B,Investigation complete; no suspect identified
4aebc8f0b29d6a20b6872c9e2e4a2f607825a90cfe63cb5ad4439c78f8285ad5,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.093846,51.362583,On or near ,E01001047,Croydon 027D,Investigation complete; no suspect identified
faf4ee9067d733b490b52bd6759ec0f0dc8b1ace2a74e551a6ab19d59c5ad8a6,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.00754,51.348053,On or near Kestrel Way,E01001082,Croydon 032E,Investigation complete; no suspect identified
eee14c2e50c3d18afa26d64466f0567d7cecf74edfc504ff52f6b866f1c81028,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.115525,51.404147,On or near Melrose Avenue,E01001086,Croydon 003B,Investigation complete; no suspect identified
376e0edafcc20c3aa464072f0099e91e273b8468c81232f78bf7d4d18eeb45e7,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.010055,51.351333,On or near Mayes Close,E01001053,Croydon 032A,Investigation complete; no suspect identified
06ef1e012d962c74e9d1714651f4ebec004b25f911a30519e7bd571ce114473a,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.070166,51.382564,On or near ,E01000993,Croydon 021D,Investigation complete; no suspect identified
1b0c29003e2166b23a7bef83dadb4181d481933a0cde6ecc5235cc28b3a53dfe,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.093662,51.38293,On or near Sydenham Road,E01001110,Croydon 020D,Investigation complete; no suspect identified
d7fbd3117fe3f3e5e5b990ab62bd3f19ebe3f1fcb49cec06469c63f671c61b40,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.102041,51.373174,On or near Fellmongers Yard,E01001042,Croydon 024B,Investigation complete; no suspect identified
5695e4792bb4328b1954981c666bd7f7566885529c10dc7b344e17373540e386,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.387731,51.492898,On or near Holly Farm Road,E01002638,Hounslow 005D,Investigation complete; no suspect identified
5695e4792bb4328b1954981c666bd7f7566885529c10dc7b344e17373540e386,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.387731,51.492898,On or near Holly Farm Road,E01002638,Hounslow 005D,Investigation complete; no suspect identified
