Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
a43181f81ba57fbe1ea6157b14f66a338c8831c1e4d7016007cd950852702da4,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.345691,51.445687,On or near MEREWAY ROAD,E01003904,Richmond upon Thames 015G,Investigation complete; no suspect identified
c180c991b1c43f2d7fc05a500ad468d414d3057d1634432e52730f0f378e8e21,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.012894,51.520194,On or near OHIO ROAD,E01003502,Newham 030C,Investigation complete; no suspect identified
740667a3dd3a33e78ba6a299c15ba0c6482c0fcc029740f541b29f583ad5e918,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.051743,51.551976,On or near Shopping Area,E01003591,Newham 004D,Investigation complete; no suspect identified
740667a3dd3a33e78ba6a299c15ba0c6482c0fcc029740f541b29f583ad5e918,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.051743,51.551976,On or near Shopping Area,E01003591,Newham 004D,Investigation complete; no suspect identified
740667a3dd3a33e78ba6a299c15ba0c6482c0fcc029740f541b29f583ad5e918,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.051743,51.551976,On or near Shopping Area,E01003591,Newham 004D,Investigation complete; no suspect identified
02963f18b544bffde25eeb4a89b7fe1fc41c158f4e99fbae1640b66147cdfba3,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.053104,51.534785,On or near HIGH STREET NORTH,E01003521,Newham 018B,Investigation complete; no suspect identified
4119f79512afbd5499eef675745b96f0ec94eaf2d317647541ce9e3a2f4563d6,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.015145,51.550614,On or near CORMORANT ROAD,E01003544,Newham 001B,Investigation complete; no suspect identified
b4dcc2b336bf3f2095b2bdb59ed58cb7516aff9d2d3acabb73d8b6a5f9fa3086,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.061832,51.536808,On or near HOLLAND ROAD,E01003628,Newham 015D,Investigation complete; no suspect identified
92d84822aea217a4b6dab131cf0e89b7638b507f37b03cd6684f947fa1828562,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.142026,51.561163,On or near GREEN LANE,E01000109,Barking and Dagenham 004D,Investigation complete; no suspect identified
92d84822aea217a4b6dab131cf0e89b7638b507f37b03cd6684f947fa1828562,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.142026,51.561163,On or near GREEN LANE,E01000109,Barking and Dagenham 004D,Investigation complete; no suspect identified
92d84822aea217a4b6dab131cf0e89b7638b507f37b03cd6684f947fa1828562,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.142026,51.561163,On or near GREEN LANE,E01000109,Barking and Dagenham 004D,Investigation complete; no suspect identified
3a600c2d2ffb8b05f148367c1637b5534ad093c601723d4c29535e072457afb2,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.021157,51.536545,On or near VICAR'S CLOSE,E01003596,Newham 016B,Suspect charged
96326fd3aa5f2c6e78156ffbefd242e59b8c34c60819569b72ef56515f4ae5d6,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.199348,51.475454,On or near ST MARKS CLOSE,E01001922,Hammersmith and Fulham 020C,Investigation complete; no suspect identified
367898eb9ee4ad18ec62535af4af14990fe54e1ed7bd016ef4a404dc0671ac1a,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.22258,51.488668,On or near BISCAY ROAD,E01001891,Hammersmith and Fulham 018B,Investigation complete; no suspect identified
21b490f0678349a4eb8a5bce97b8f725ff80694ec4a6ab41b3635fa3dd7cd520,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.241041,51.494045,On or near HAMLET GARDENS,E01001931,Hammersmith and Fulham 011B,Investigation complete; no suspect identified
6e5131c1c6fc159591668396fb3d80dcb9a7f091121021725968fd7045885d02,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.189235,51.471935,On or near BROUGHTON ROAD,E01001935,Hammersmith and Fulham 023A,Investigation complete; no suspect identified
aa51834a29e7188be9781548d00b7bfe133634fd06cadc4267fbb4cb73813948,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.220067,51.501795,On or near WESTWICK GARDENS,E01001854,Hammersmith and Fulham 007C,Investigation complete; no suspect identified
04c551f9acacccb51a97c3c8abf28f250e1395f4f7e970c41b332265222831d5,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.201443,51.474542,On or near DAIRY CLOSE,E01001948,Hammersmith and Fulham 021B,Investigation complete; no suspect identified
04c551f9acacccb51a97c3c8abf28f250e1395f4f7e970c41b332265222831d5,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.201443,51.474542,On or near DAIRY CLOSE,E01001948,Hammersmith and Fulham 021B,Investigation complete; no suspect identified
413bb6b625581d4c15cc4761ab59769aebfa7587e92fec7a7842a6df5a18f388,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.194306,51.493748,On or near CHILD'S STREET,E01002850,Kensington and Chelsea 013D,Investigation complete; no suspect identified
6b07be779ca3e5ba163338db4f5d0bc4b0ab058b62aacd8b07852a932e7961ff,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.192236,51.493276,On or near HOGARTH ROAD,E01002850,Kensington and Chelsea 013D,Investigation complete; no suspect identified
87cedce16552b3af2da707adc5e2c3ada2ba18a69c45308ca2b9caf8da3f4e1a,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.16421,51.495232,On or near LENNOX GARDENS MEWS,E01002860,Kensington and Chelsea 012D,Investigation complete; no suspect identified
fa5c5068fd0a536a45ea7b783e328e28734cc668636a11ea369f5de27d53896a,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.211021,51.517924,On or near MALTON MEWS,E01002878,Kensington and Chelsea 003C,Investigation complete; no suspect identified
e2fe57f44ec28a5b98d955ba44dcf3f98fed9be85f9d431d10652fec50faa23d,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.203432,51.498331,On or near HOLLAND PARK ROAD,E01002864,Kensington and Chelsea 009A,Investigation complete; no suspect identified
fc6c80f2322d324bba8a130e57b2ce658f1a5131c3d6256f682fdb2c2efda14d,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.159966,51.498304,On or near Parking Area,E01002818,Kensington and Chelsea 012A,Investigation complete; no suspect identified
a205baf2db7d8347ef4484fac1dbad536fc5ed93db2079d8a228e2c18c6e3558,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.200278,51.51731,On or near LEDBURY ROAD,E01002829,Kensington and Chelsea 004A,Investigation complete; no suspect identified
fc394d8383ed9258fa04d9c06d9104b52d96159da6ef0f0aac8f4298e48b72ad,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.066289,51.631271,On or near LANCING GARDENS,E01001459,Enfield 024A,Investigation complete; no suspect identified
370d738d1f9fc94fe870ce6807e8f783ef687a132f883464083cdff47fa4deb0,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.072679,51.661204,On or near TENNISWOOD ROAD,E01001538,Enfield 009A,Investigation complete; no suspect identified
91c924252adf15e18356ff2d470e3a96057ee54ba6c242500709b4ff34b57d45,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.0407,51.663777,On or near ALBANY PARK AVENUE,E01001435,Enfield 007C,Investigation complete; no suspect identified
1328af9e4c4241e6f5493181790f4b4eda729faf570929925203fd5ec982a45c,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.048014,51.617399,On or near STACEY AVENUE,E01001427,Enfield 030C,Investigation complete; no suspect identified
a012d3fdb5e529ca3e3e680b33b40d060776afef78b652bde22d47c5287a008d,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.031275,51.641354,On or near WHARF ROAD,E01001506,Enfield 014B,Suspect charged
2ae713278895c0a046f64cd57452ad829b7c64f29bb391f196beac07151eab6e,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.099171,51.626224,On or near GREEN LANES,E01001564,Enfield 022B,Investigation complete; no suspect identified
3a5320bbb63465f38d700bc1cafb4154bb35df1596d775094ae07c36230aceca,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.066305,51.6428,On or near Supermarket,E01001406,Enfield 015B,Investigation complete; no suspect identified
e6182804771b6c6ba91d858ba76b12038ee789233981730502bb010ece71fd1c,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.096375,51.641583,On or near NESTOR AVENUE,E01001454,Enfield 017D,Investigation complete; no suspect identified
e6182804771b6c6ba91d858ba76b12038ee789233981730502bb010ece71fd1c,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.096375,51.641583,On or near NESTOR AVENUE,E01001454,Enfield 017D,Investigation complete; no suspect identified
0521fb5c51bdd9281ce3dd842626e0557db4b2c2776d212c55ec392bd5df59a9,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.066753,51.651287,On or near CLYDACH ROAD,E01001518,Enfield 016F,Investigation complete; no suspect identified
987517e54250ad6f37d9eadea5f00fd3245d1110aa8f23c7ba32a80951b355e1,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.089919,51.660056,On or near HOLTWHITE'S HILL,E01001540,Enfield 008C,Investigation complete; no suspect identified
987517e54250ad6f37d9eadea5f00fd3245d1110aa8f23c7ba32a80951b355e1,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.089919,51.660056,On or near HOLTWHITE'S HILL,E01001540,Enfield 008C,Investigation complete; no suspect identified
8b74caaa199b2c9e78d1440f41cfdc62ded371f03287adb22f59e0dbff79002c,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.128912,51.63377,On or near PICKARD CLOSE,E01001519,Enfield 020D,Investigation complete; no suspect identified
e3ac3216b5d6ffa94890783a6ac36b29d35d9613ee38b8f5cc926ff1af10b282,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.154854,51.540748,On or near HARRISON ROAD,E01000105,Barking and Dagenham 014C,Investigation complete; no suspect identified
5ff695909f19234db1cc0847e4e100d2f780a6b5d3e9bb602c82a8925d96c482,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.161706,51.546863,On or near SURREY ROAD,E01000036,Barking and Dagenham 010B,Investigation complete; no suspect identified
41189459c0676208d09137b5b7870babc66f42cdc1a16553ff920928acc8fe91,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.092674,51.536127,On or near KENDAL AVENUE,E01000044,Barking and Dagenham 016D,Investigation complete; no suspect identified
7d8052a4495cd034f81da646033e1b1753fec66793b1c670841e27fbf0352ac9,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.136363,51.538829,On or near EATON GARDENS,E01000058,Barking and Dagenham 018D,Investigation complete; no suspect identified
16f1966ebba3065a512f9c2325dbce972494b99a9bdcf6c499b50b8c883dcd47,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.136363,51.538829,On or near EATON GARDENS,E01000058,Barking and Dagenham 018D,Investigation complete; no suspect identified
f47ad05b7616067c63dbed29bd975f495acd795549376b14ee68b4a0b69ae79e,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.092035,51.534466,On or near DEVON ROAD,E01000044,Barking and Dagenham 016D,Investigation complete; no suspect identified
dae79d1b2afd5ef365f4cdffca033064cb6875de243d2f7d47c16b53dae625e7,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.139657,51.534353,On or near TRESWELL ROAD,E01000056,Barking and Dagenham 018C,Investigation complete; no suspect identified
7fc6a71486880e476cfeed37f2ae3ae075eda078a6be9e42f809c3941fffad81,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.153535,51.541833,On or near ROBERTS CLOSE,E01000105,Barking and Dagenham 014C,Investigation complete; no suspect identified
7fc6a71486880e476cfeed37f2ae3ae075eda078a6be9e42f809c3941fffad81,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.153535,51.541833,On or near ROBERTS CLOSE,E01000105,Barking and Dagenham 014C,Investigation complete; no suspect identified
7fc6a71486880e476cfeed37f2ae3ae075eda078a6be9e42f809c3941fffad81,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.153535,51.541833,On or near ROBERTS CLOSE,E01000105,Barking and Dagenham 014C,Investigation complete; no suspect identified
67e762abcd6af6907c3bd98f6f932d3c8d19a756629e30f218135ace5658ecd0,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.055525,51.626867,On or near ST MARTIN'S ROAD,E01001485,Enfield 025B,Investigation complete; no suspect identified
6aa243acde2ae4ad839f1dc91a204b5d6fdcaa3e69c96debd3fe4b8c59fd8b09,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.078225,51.620667,On or near ORPINGTON GARDENS,E01001463,Enfield 031A,Investigation complete; no suspect identified
7a78ab0e7d3a3ac4b121f468acbebd38672ead293a31057e8bc0dc19930dc5e4,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.10046,51.66074,On or near AVALON CLOSE,E01001471,Enfield 010C,Investigation complete; no suspect identified
7b993b8a795d0169b100c512baff151fb2baad921fa31c02594f030259bce727,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.070615,51.63761,On or near AMBERLEY ROAD,E01001398,Enfield 021A,Investigation complete; no suspect identified
66dd817b0e69acd866375ffa86c17e210c84d5c402b735bc4bd07e090dad9836,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.05264,51.646324,On or near EMILIA CLOSE,E01001508,Enfield 012E,Investigation complete; no suspect identified
ad6554ee136dd70aa125d9e782d5673de8c3c4efdef2b199d20499be70941011,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.174069,51.664713,On or near MUSGRAVE CLOSE,E01001422,Enfield 011D,Investigation complete; no suspect identified
b7d7784a268503d655fa1d4cbdb391f1e24c773256e674aa921a2e19ee7fb9f5,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.081774,51.649546,On or near SYDNEY ROAD,E01001450,Enfield 015C,Investigation complete; no suspect identified
7d0dc66e20e5d0298b30ad0af7d9a7a3b9ce53266b0181e5a644a4e5255d7ad9,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.079193,51.556998,On or near KNEBWORTH ROAD,E01001736,Hackney 012A,Investigation complete; no suspect identified
79e62ba293793982dfe3fa9ad8f6fb6cb6e3fbe077b2cbe61e9444d1c6699ab2,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.056566,51.539567,On or near Shopping Area,E01033704,Hackney 023F,Investigation complete; no suspect identified
f13401ea0d36468bc4e9efc72d410e9318794a390c0b72316d596bf17b760908,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.043206,51.546782,On or near BERGER ROAD,E01001729,Hackney 019A,Investigation complete; no suspect identified
c24760854380acf7c394c0171849d7eae5883fcf1de975813353bf327602ebb7,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.050035,51.57688,On or near MARGARET WAY,E01003676,Redbridge 036B,Investigation complete; no suspect identified
f3484844c5d592bb7c1983194c14d404bd9c9830c3cfd965564af06db332babf,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.045127,51.594213,On or near RIVINGTON AVENUE,E01003763,Redbridge 009E,Investigation complete; no suspect identified
99ee7e4c4fe8e6e0837d24212c458fa968f66d0dfdd2f1f7ef999fc10cf9175e,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.023942,51.596712,On or near QUEEN MARY AVENUE,E01003672,Redbridge 007E,Investigation complete; no suspect identified
d56e089be441dba2016c088f1ce710545b8b737adfadddafd85cbe11e7d961e0,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.073709,51.581086,On or near CRANBROOK ROAD,E01003653,Redbridge 015D,Investigation complete; no suspect identified
5347a2f651ba982636221716a0d705d149f89cbefc7e74de6a4b48460222e773,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.08701,51.559519,On or near MELFORD ROAD,E01033591,Redbridge 030I,Investigation complete; no suspect identified
5347a2f651ba982636221716a0d705d149f89cbefc7e74de6a4b48460222e773,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.08701,51.559519,On or near MELFORD ROAD,E01033591,Redbridge 030I,Investigation complete; no suspect identified
d71d3a95c03935e1137bc36be8fa7344b6dd19e55e0760f1d88f432490a33520,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.069782,51.509075,On or near CROFTS STREET,E01004294,Tower Hamlets 026B,Investigation complete; no suspect identified
bf3bd426fbd55887be89627c48bfae586b18dbf2ed4e36c31b9316fa3773c12a,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.023022,51.512316,On or near CANTON STREET,E01004253,Tower Hamlets 024B,Investigation complete; no suspect identified
79a3934030e172317916b2fbed97360e4afc81519c4058dc536c238305445c01,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.017908,51.51892,On or near YEO STREET,E01004242,Tower Hamlets 012C,Investigation complete; no suspect identified
f0abb7ae03227d043897ba0a0495f9304ddb92e48186a507cfeba94a375e5499,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.048658,51.512386,On or near DEVONPORT STREET,E01004305,Tower Hamlets 022D,Investigation complete; no suspect identified
180b03f1b2f4d4e7446cd0c6e491a62e5bcdc20ef5426b19ae016b5730712d06,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.018894,51.526086,On or near RAINHILL WAY,E01004237,Tower Hamlets 008C,Investigation complete; no suspect identified
f6856d85acc96e9ae86d07691c6f3d2287075299af415d6c6ebace485ced9b69,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.010738,51.560249,On or near ACACIA ROAD,E01004334,Waltham Forest 024B,Investigation complete; no suspect identified
958d1e2cb3b73af9b05c159cddef37c39af364975799865a199774a28dc17f33,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.002978,51.630787,On or near NATION WAY,E01004358,Waltham Forest 002D,Investigation complete; no suspect identified
204b96fad87b93425756394230f560270bef24d0418d12bc53a51d22d37fedd8,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.002211,51.57436,On or near JAMES LANE,E01004366,Waltham Forest 019C,Investigation complete; no suspect identified
ea63594e07167aeed1b1bfb0afa3532583bdd445580ea8b566c0b0621a001a52,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.015705,51.561283,On or near ALPINE ROAD,E01004429,Waltham Forest 026C,Investigation complete; no suspect identified
753e7707baf6986f3f44cee0506652b678975b0363a21eefe00972f2b583a718,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.075991,51.518017,On or near TENTER GROUND,E01004307,Tower Hamlets 015B,Investigation complete; no suspect identified
e6a3719f16191c1a41dcb0eea3d6f52beb2aadc29c25454811b793d524eb95bd,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.052672,51.388425,On or near THE ROSERY,E01000991,Croydon 018B,Investigation complete; no suspect identified
434c3cafba378243b5e185d99e51152a89eb3853ff16a5013954b34ea58c4960,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.077216,51.585196,On or near BARTON MEADOWS,E01003648,Redbridge 012B,Investigation complete; no suspect identified
cd20e5f591b638bbf513f4d68d4c2b7557edb6a00c1c948c7d7102839c012be2,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.082404,51.591013,On or near Supermarket,E01003705,Redbridge 010A,Investigation complete; no suspect identified
328e8c6f98bc5f3349f78478dac70893c814c315be03410f8ffa6fd41ef63982,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.013649,51.600018,On or near Petrol Station,E01003669,Redbridge 007B,Investigation complete; no suspect identified
3b5946993c822489afda0ffcd07515ee9c31e161b02f7c8ebd4e791b84530bcd,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.070575,51.579459,On or near WAREMEAD ROAD,E01003653,Redbridge 015D,Investigation complete; no suspect identified
1abfe12dcce5709f5dec2441e02e593cdb23e042c6efd218e6c4b548f1037fd6,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.017071,51.484566,On or near ORMISTON ROAD,E01033738,Greenwich 037D,Investigation complete; no suspect identified
7578ab68f0d87d3fa6cdaa6929e9bbdab17e074ce41b6db0db2e5ee8d62a4479,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.040319,51.469739,On or near Sports/Recreation Area,E01001648,Greenwich 022C,Investigation complete; no suspect identified
03d7d14edc18f586285199008a0e05f9d3126f6477cf28ac9e9a6ddf59545d3b,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.018162,51.419205,On or near BURNT ASH LANE,E01000819,Bromley 040C,Investigation complete; no suspect identified
87245398cc0116c60011b0a578d3d65b0820e6341dc1e8d75e5ef2a4bd2d5daa,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.115181,51.389139,On or near ROOKERY GARDENS,E01000724,Bromley 019D,Investigation complete; no suspect identified
343a672e57a434b2a7eff3c72651ff405026c28b4af0bc474400cf6bc13cd118,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.043965,51.429217,On or near HARTING ROAD,E01000782,Bromley 001D,Investigation complete; no suspect identified
e6ae99b32080927a4f011405eb6b5cda06b8236508cb679cd1ee8d0ae78831a8,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.043965,51.429217,On or near HARTING ROAD,E01000782,Bromley 001D,Investigation complete; no suspect identified
55d1a2a428896bb0d1a82fa4551a491dc8211e7049725b038ff99d1c9b328158,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.056472,51.362981,On or near THE BIRCHES,E01000751,Bromley 036C,Investigation complete; no suspect identified
e5d4384769a3809f9fad89b03903581065aa1318c127ff30cbcd26e9dd189011,2020-11,Metropolitan Police Service,Metropolitan Police Service,0.019782,51.441264,On or near BURNT ASH HILL,E01003269,Lewisham 023C,Investigation complete; no suspect identified
6a14e75852d719282faf8e5787b089ecf0814270f7e68f4c4d89b07fb8c98a07,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.021912,51.473737,On or near DEAL'S GATEWAY,E01033325,Lewisham 008F,Investigation complete; no suspect identified
6083927d3bba446aca877b6c9a99be8bc24928233603db4f6b360c1c191acfeb,2020-11,Metropolitan Police Service,Metropolitan Police Service,-0.003122,51.454237,On or near ENNERSDALE ROAD,E01003282,Lewisham 013A,Investigation complete; no suspect identified
